ncm,ncm_dot,descrição,categorias/0,categorias/1,categorias/2
28121919,2812.19.19,outros,2812,28121,281219
28121920,2812.19.20,oxicloretos,2812,28121,281219
28129000,2812.90.00,outros,2812,28129,281290
28131000,2813.10.00,dissulfeto de carbono,2813,28131,281310
28139010,2813.90.10,pentassulfeto de difósforo,2813,28139,281390
28139090,2813.90.90,outros,2813,28139,281390
28141000,2814.10.00,amoníaco anidro,2814,28141,281410
28142000,2814.20.00,amoníaco em solução aquosa (amônia),2814,28142,281420
28151100,2815.11.00,sólido,2815,28151,281511
28151200,2815.12.00,em solução aquosa (lixívia de soda cáustica),2815,28151,281512
28152000,2815.20.00,hidróxido de potássio (potassa cáustica),2815,28152,281520
28153000,2815.30.00,peróxidos de sódio ou de potássio,2815,28153,281530
28161010,2816.10.10,hidróxido,2816,28161,281610
28161020,2816.10.20,peróxido,2816,28161,281610
28164010,2816.40.10,hidróxido de bário,2816,28164,281640
28164090,2816.40.90,outros,2816,28164,281640
28170010,2817.00.10,óxido de zinco (branco de zinco),2817,28170,281700
28170020,2817.00.20,peróxido de zinco,2817,28170,281700
28181010,2818.10.10,branco,2818,28181,281810
28181090,2818.10.90,outros,2818,28181,281810
28182010,2818.20.10,alumina calcinada,2818,28182,281820
28182090,2818.20.90,outros,2818,28182,281820
28183000,2818.30.00,hidróxido de alumínio,2818,28183,281830
28191000,2819.10.00,trióxido de cromo,2819,28191,281910
28199010,2819.90.10,óxidos,2819,28199,281990
28199020,2819.90.20,hidróxidos,2819,28199,281990
28201000,2820.10.00,dióxido de manganês,2820,28201,282010
28209010,2820.90.10,óxido manganoso,2820,28209,282090
28209020,2820.90.20,trióxido de dimanganês (sesquióxido de manganês),2820,28209,282090
28209030,2820.90.30,tetraóxido de trimanganês (óxido salino de manganês),2820,28209,282090
28209040,2820.90.40,heptaóxido de dimanganês (anidrido permangânico),2820,28209,282090
28211011,2821.10.11,com um teor de fe2o3 igual ou superior a 85 %,2821,28211,282110
28211019,2821.10.19,outros,2821,28211,282110
28211020,2821.10.20,óxido ferrosoférrico (óxido magnético de ferro),2821,28211,282110
28211030,2821.10.30,hidróxidos de ferro,2821,28211,282110
28211090,2821.10.90,outros,2821,28211,282110
28212000,2821.20.00,terras corantes,2821,28212,282120
28220010,2822.00.10,tetraóxido de tricobalto (óxido salino de cobalto),2822,28220,282200
28220090,2822.00.90,outros,2822,28220,282200
28230010,2823.00.10,tipo anatase,2823,28230,282300
28230090,2823.00.90,outros,2823,28230,282300
28241000,2824.10.00,monóxido de chumbo (litargírio,2824,28241,282410
28249010,2824.90.10,mínio (zarcão) e míniolaranja (mineorange),2824,28249,282490
28249090,2824.90.90,outros,2824,28249,282490
28251010,2825.10.10,hidrazina e seus sais inorgânicos,2825,28251,282510
28251020,2825.10.20,hidroxilamina e seus sais inorgânicos,2825,28251,282510
28252010,2825.20.10,óxido,2825,28252,282520
28252020,2825.20.20,hidróxido,2825,28252,282520
28253010,2825.30.10,pentóxido de divanádio,2825,28253,282530
28253090,2825.30.90,outros,2825,28253,282530
28254010,2825.40.10,óxido niqueloso,2825,28254,282540
28254090,2825.40.90,outros,2825,28254,282540
28255010,2825.50.10,óxido cúprico,2825,28255,282550
28255090,2825.50.90,outros,2825,28255,282550
28256010,2825.60.10,óxidos de germânio,2825,28256,282560
28256020,2825.60.20,dióxido de zircônio,2825,28256,282560
28257010,2825.70.10,trióxido de molibdênio,2825,28257,282570
28257090,2825.70.90,outros,2825,28257,282570
28258010,2825.80.10,trióxido de antimônio,2825,28258,282580
28258090,2825.80.90,outros,2825,28258,282580
28259010,2825.90.10,óxido de cádmio,2825,28259,282590
28259020,2825.90.20,trióxido de tungstênio (volfrâmio),2825,28259,282590
28259090,2825.90.90,outros,2825,28259,282590
28261200,2826.12.00,de alumínio,2826,28261,282612
28261910,2826.19.10,trifluoreto de cromo,2826,28261,282619
28261920,2826.19.20,fluoreto ácido de amônio,2826,28261,282619
28261990,2826.19.90,outros,2826,28261,282619
28263000,2826.30.00,hexafluoraluminato de sódio (criolita sintética),2826,28263,282630
28269010,2826.90.10,fluoroaluminato de potássio,2826,28269,282690
28269020,2826.90.20,fluorossilicatos de sódio ou de potássio,2826,28269,282690
28269090,2826.90.90,outros,2826,28269,282690
28271000,2827.10.00,cloreto de amônio,2827,28271,282710
28272010,2827.20.10,com um teor de cacl2 igual ou superior a 98 %,2827,28272,282720
28272090,2827.20.90,outros,2827,28272,282720
28273110,2827.31.10,com um teor de mgcl2 inferior a 98 %,2827,28273,282731
28273190,2827.31.90,outros,2827,28273,282731
28273200,2827.32.00,de alumínio,2827,28273,282732
28273500,2827.35.00,de níquel,2827,28273,282735
28273910,2827.39.10,de cobre i (cloreto cuproso ou monocloreto de cobre),2827,28273,282739
28273920,2827.39.20,de titânio,2827,28273,282739
28273940,2827.39.40,de zircônio,2827,28273,282739
28273950,2827.39.50,de antimônio,2827,28273,282739
28273960,2827.39.60,de lítio,2827,28273,282739
28273970,2827.39.70,de bismuto,2827,28273,282739
28273991,2827.39.91,de cádmio,2827,28273,282739
28273992,2827.39.92,de césio,2827,28273,282739
28273993,2827.39.93,de cromo,2827,28273,282739
28273994,2827.39.94,de estrôncio,2827,28273,282739
28273995,2827.39.95,de manganês,2827,28273,282739
28273996,2827.39.96,de ferro,2827,28273,282739
28273997,2827.39.97,de cobalto,2827,28273,282739
28273998,2827.39.98,de zinco,2827,28273,282739
28273999,2827.39.99,outros,2827,28273,282739
28274110,2827.41.10,oxicloretos,2827,28274,282741
28274120,2827.41.20,hidroxicloretos,2827,28274,282741
28274911,2827.49.11,de bismuto,2827,28274,282749
28274912,2827.49.12,de zircônio,2827,28274,282749
28274919,2827.49.19,outros,2827,28274,282749
28274921,2827.49.21,de alumínio,2827,28274,282749
28274929,2827.49.29,outros,2827,28274,282749
28275100,2827.51.00,brometos de sódio ou de potássio,2827,28275,282751
28275900,2827.59.00,outros,2827,28275,282759
28276011,2827.60.11,de sódio,2827,28276,282760
28276012,2827.60.12,de potássio,2827,28276,282760
28276019,2827.60.19,outros,2827,28276,282760
28276021,2827.60.21,de potássio,2827,28276,282760
28276029,2827.60.29,outros,2827,28276,282760
28281000,2828.10.00,hipoclorito de cálcio comercial e outros hipocloritos de cálcio,2828,28281,282810
28289011,2828.90.11,de sódio,2828,28289,282890
28289019,2828.90.19,outros,2828,28289,282890
28289020,2828.90.20,clorito de sódio,2828,28289,282890
28289090,2828.90.90,outros,2828,28289,282890
28291100,2829.11.00,de sódio,2829,28291,282911
28291910,2829.19.10,de cálcio,2829,28291,282919
28291920,2829.19.20,de potássio,2829,28291,282919
28291990,2829.19.90,outros,2829,28291,282919
28299011,2829.90.11,de sódio,2829,28299,282990
28299012,2829.90.12,de potássio,2829,28299,282990
28299019,2829.90.19,outros,2829,28299,282990
28299021,2829.90.21,de sódio,2829,28299,282990
28299022,2829.90.22,de potássio,2829,28299,282990
28299029,2829.90.29,outros,2829,28299,282990
28299031,2829.90.31,de potássio,2829,28299,282990
28299032,2829.90.32,de cálcio,2829,28299,282990
28299039,2829.90.39,outros,2829,28299,282990
28299040,2829.90.40,periodatos,2829,28299,282990
28299050,2829.90.50,percloratos,2829,28299,282990
28301010,2830.10.10,de dissódio,2830,28301,283010
28301020,2830.10.20,de monossódio (hidrogenossulfeto de sódio),2830,28301,283010
28309011,2830.90.11,de molibdênio iv (dissulfeto de molibdênio),2830,28309,283090
28309012,2830.90.12,de bário,2830,28309,283090
28309013,2830.90.13,de potássio,2830,28309,283090
28309014,2830.90.14,de chumbo,2830,28309,283090
28309015,2830.90.15,de estrôncio,2830,28309,283090
28309016,2830.90.16,de zinco,2830,28309,283090
28309019,2830.90.19,outros,2830,28309,283090
28309020,2830.90.20,polissulfetos,2830,28309,283090
28311011,2831.10.11,estabilizados,2831,28311,283110
28311019,2831.10.19,outros,2831,28311,283110
28311021,2831.10.21,estabilizados com formaldeído,2831,28311,283110
28311029,2831.10.29,outros,2831,28311,283110
28319010,2831.90.10,ditionito de zinco,2831,28319,283190
28319090,2831.90.90,outros,2831,28319,283190
28321010,2832.10.10,de dissódio,2832,28321,283210
28321090,2832.10.90,outros,2832,28321,283210
28322000,2832.20.00,outros sulfitos,2832,28322,283220
28323010,2832.30.10,de amônio,2832,28323,283230
28323020,2832.30.20,de sódio,2832,28323,283230
28323090,2832.30.90,outros,2832,28323,283230
28331110,2833.11.10,anidro,2833,28331,283311
28331190,2833.11.90,outros,2833,28331,283311
28331900,2833.19.00,outros,2833,28331,283319
28332100,2833.21.00,de magnésio,2833,28332,283321
28332200,2833.22.00,de alumínio,2833,28332,283322
28332400,2833.24.00,de níquel,2833,28332,283324
28332510,2833.25.10,cuproso,2833,28332,283325
28332520,2833.25.20,cúprico,2833,28332,283325
28332710,2833.27.10,com um teor de baso4 igual ou superior a 97,2833,28332,283327
28332790,2833.27.90,outros,2833,28332,283327
28332910,2833.29.10,de antimônio,2833,28332,283329
28332920,2833.29.20,de lítio,2833,28332,283329
28332930,2833.29.30,de estrôncio,2833,28332,283329
28332940,2833.29.40,sulfato ferroso,2833,28332,283329
28332950,2833.29.50,neutro de chumbo,2833,28332,283329
28332960,2833.29.60,de cromo,2833,28332,283329
28332970,2833.29.70,de zinco,2833,28332,283329
28332990,2833.29.90,outros,2833,28332,283329
28333000,2833.30.00,alumes,2833,28333,283330
28334010,2833.40.10,de sódio,2833,28334,283340
28334020,2833.40.20,de amônio,2833,28334,283340
28334090,2833.40.90,outros,2833,28334,283340
28341010,2834.10.10,de sódio,2834,28341,283410
28341090,2834.10.90,outros,2834,28341,283410
28342110,2834.21.10,com um teor de kno3 inferior ou igual a 98 %,2834,28342,283421
28342190,2834.21.90,outros,2834,28342,283421
28342910,2834.29.10,de cálcio,2834,28342,283429
28342930,2834.29.30,de alumínio,2834,28342,283429
28342940,2834.29.40,de lítio,2834,28342,283429
28342990,2834.29.90,outros,2834,28342,283429
28351011,2835.10.11,de sódio,2835,28351,283510
28351019,2835.10.19,outros,2835,28351,283510
28351021,2835.10.21,dibásico de chumbo,2835,28351,283510
28351029,2835.10.29,outros,2835,28351,283510
28352200,2835.22.00,mono ou dissódico,2835,28352,283522
28352400,2835.24.00,de potássio,2835,28352,283524
28352500,2835.25.00,hidrogenoortofosfato de cálcio (fosfato dicálcico),2835,28352,283525
28352600,2835.26.00,outros fosfatos de cálcio,2835,28352,283526
28352910,2835.29.10,de ferro,2835,28352,283529
28352920,2835.29.20,de cobalto,2835,28352,283529
28352930,2835.29.30,de cobre,2835,28352,283529
28352940,2835.29.40,de cromo,2835,28352,283529
28352950,2835.29.50,de estrôncio,2835,28352,283529
28352960,2835.29.60,de manganês,2835,28352,283529
28352970,2835.29.70,de triamônio,2835,28352,283529
28352980,2835.29.80,de trissódio,2835,28352,283529
28352990,2835.29.90,outros,2835,28352,283529
28353110,2835.31.10,grau alimentício,2835,28353,283531
28353190,2835.31.90,outros,2835,28353,283531
28353910,2835.39.10,metafosfatos de sódio,2835,28353,283539
28353920,2835.39.20,pirofosfatos de sódio,2835,28353,283539
28353930,2835.39.30,pirofosfato de zinco,2835,28353,283539
28353990,2835.39.90,outros,2835,28353,283539
28362010,2836.20.10,anidro,2836,28362,283620
28362090,2836.20.90,outros,2836,28362,283620
28363000,2836.30.00,hidrogenocarbonato (bicarbonato) de sódio,2836,28363,283630
28364000,2836.40.00,carbonatos de potássio,2836,28364,283640
28365000,2836.50.00,carbonato de cálcio,2836,28365,283650
28366010,2836.60.10,com um teor de baco3 igual ou superior a 98%,2836,28366,283660
28366090,2836.60.90,outros,2836,28366,283660
28369100,2836.91.00,carbonatos de lítio,2836,28369,283691
28369200,2836.92.00,carbonato de estrôncio,2836,28369,283692
28369911,2836.99.11,de magnésio,2836,28369,283699
28369912,2836.99.12,de zircônio,2836,28369,283699
28369913,2836.99.13,de amônio comercial e outros carbonatos de amônio,2836,28369,283699
28369919,2836.99.19,outros,2836,28369,283699
28369920,2836.99.20,peroxocarbonatos (percarbonatos),2836,28369,283699
28371100,2837.11.00,de sódio,2837,28371,283711
28371911,2837.19.11,de potássio,2837,28371,283719
28371912,2837.19.12,de zinco,2837,28371,283719
28371914,2837.19.14,de cobre i (cianeto cuproso),2837,28371,283719
28371915,2837.19.15,de cobre ii (cianeto cúprico),2837,28371,283719
28371919,2837.19.19,outros,2837,28371,283719
28371920,2837.19.20,oxicianetos,2837,28371,283719
28372011,2837.20.11,de sódio,2837,28372,283720
28372012,2837.20.12,de ferro ii (ferrocianeto ferroso),2837,28372,283720
28372019,2837.20.19,outros,2837,28372,283720
28372021,2837.20.21,de potássio,2837,28372,283720
28372022,2837.20.22,de ferro ii (ferricianeto ferroso),2837,28372,283720
28372023,2837.20.23,de ferro iii (ferricianeto férrico),2837,28372,283720
28372029,2837.20.29,outros,2837,28372,283720
28372090,2837.20.90,outros,2837,28372,283720
28391100,2839.11.00,metassilicatos,2839,28391,283911
28391900,2839.19.00,outros,2839,28391,283919
28399010,2839.90.10,de magnésio,2839,28399,283990
28399020,2839.90.20,de alumínio,2839,28399,283990
28399030,2839.90.30,de zircônio,2839,28399,283990
28399040,2839.90.40,de chumbo,2839,28399,283990
28399050,2839.90.50,de potássio,2839,28399,283990
28399090,2839.90.90,outros,2839,28399,283990
28401100,2840.11.00,anidro,2840,28401,284011
28401900,2840.19.00,outro,2840,28401,284019
28402000,2840.20.00,outros boratos,2840,28402,284020
28403000,2840.30.00,peroxoboratos (perboratos),2840,28403,284030
28413000,2841.30.00,dicromato de sódio,2841,28413,284130
28415011,2841.50.11,cromato de amônio; dicromato de amônio,2841,28415,284150
28415012,2841.50.12,cromato de potássio,2841,28415,284150
28415013,2841.50.13,cromato de sódio,2841,28415,284150
28415014,2841.50.14,dicromato de potássio,2841,28415,284150
28415015,2841.50.15,cromato de zinco,2841,28415,284150
28415016,2841.50.16,cromato de chumbo,2841,28415,284150
28415019,2841.50.19,outros,2841,28415,284150
28415020,2841.50.20,peroxocromatos,2841,28415,284150
28416100,2841.61.00,permanganato de potássio,2841,28416,284161
28416910,2841.69.10,manganitos,2841,28416,284169
28416920,2841.69.20,manganatos,2841,28416,284169
28416930,2841.69.30,permanganatos,2841,28416,284169
28417010,2841.70.10,de amônio,2841,28417,284170
28417020,2841.70.20,de sódio,2841,28417,284170
28417090,2841.70.90,outros,2841,28417,284170
28418010,2841.80.10,de amônio,2841,28418,284180
28418020,2841.80.20,de chumbo,2841,28418,284180
28418090,2841.80.90,outros,2841,28418,284180
28419011,2841.90.11,de chumbo,2841,28419,284190
28419012,2841.90.12,de bário ou de bismuto,2841,28419,284190
28419013,2841.90.13,de cálcio ou de estrôncio,2841,28419,284190
28419014,2841.90.14,de magnésio,2841,28419,284190
28419015,2841.90.15,de lantânio ou de neodímio,2841,28419,284190
28419019,2841.90.19,outros,2841,28419,284190
28419021,2841.90.21,ferrito de bário,2841,28419,284190
28419022,2841.90.22,ferrito de estrôncio,2841,28419,284190
28419029,2841.90.29,outros,2841,28419,284190
28419030,2841.90.30,vanadatos,2841,28419,284190
28419041,2841.90.41,de bário,2841,28419,284190
28419042,2841.90.42,de bismuto,2841,28419,284190
28419043,2841.90.43,de cálcio,2841,28419,284190
28419049,2841.90.49,outros,2841,28419,284190
28419050,2841.90.50,plumbatos,2841,28419,284190
28419060,2841.90.60,antimoniatos,2841,28419,284190
28419070,2841.90.70,zincatos,2841,28419,284190
28419081,2841.90.81,de sódio,2841,28419,284190
28419082,2841.90.82,de magnésio,2841,28419,284190
28419083,2841.90.83,de bismuto,2841,28419,284190
28419089,2841.90.89,outros,2841,28419,284190
28419090,2841.90.90,outros,2841,28419,284190
28421010,2842.10.10,zeólitas do tipo utilizado como trocadores de íons para o tratamento de águas,2842,28421,284210
28421090,2842.10.90,outros,2842,28421,284210
28429000,2842.90.00,outros,2842,28429,284290
28431000,2843.10.00,metais preciosos no estado coloidal,2843,28431,284310
28432100,2843.21.00,nitrato de prata,2843,28432,284321
